c_custkey,c_name,c_address,c_nationkey,c_phone,c_comment
184,Customer#000000184,uoOpBuRr42f1WIqnVYAhxbAA9bkK6HUGpOt,21,31-739-340-5476,hely according to the furiously unusual accounts. furiously bold platele
207,Customer#000000207,ewz5JNnxJPmPGY,21,31-562-675-6475,n theodolites against the evenly even requests boost carefully pinto beans! fi
216,Customer#000000216,LXH7wSv4I6GG6TAkLOyLcMh559a8Y,21,31-296-111-5448,hely at the pending warhorses; blithe
230,Customer#000000230,CnR8xt3MYqID0tiHwYh,21,31-744-950-8047,c decoys impress even deposits. thinly final asymptotes 
298,Customer#000000298,"jFKF3w 8aegECg7mP,qtuR9IsTSYQlEXq",21,31-542-157-4074,"sleep slyly. stealthy, bold pinto beans sleep blit"
309,Customer#000000309,"6Jg4ECVS2u7i,E",21,31-231-377-9535,lyly. furiously enticing instructions haggle. carefull
335,Customer#000000335,d2JCYLr2F9tC1AZMIvbIYPDQA,21,31-772-165-3138, requests haggle carefully about the quickly special escapades. regular a
380,Customer#000000380,n2w3Jd1bipwICbOVgrELzcNRexmWSklo,21,31-538-493-4229,riously special accounts. slyly final accounts sleep; blithely special requests integrate carefully slyly en
428,Customer#000000428,"TCVjlzbX7x,kWcHN33LRdEjO38mAGmPR",21,31-587-557-8211,furiously quick accounts. slyly bold dependencies cajole carefully. quickly even requests int
461,Customer#000000461,5vxNLzSASzkbrUr8CRf5,21,31-533-226-4307,sits breach blithely. slyly regular ideas haggle fluffily; special ideas cajole q
462,Customer#000000462,MSqsCvNEkowp7FnscRXP6OUWm,21,31-157-561-4106,ly special accounts? ideas engage regular dependencies. fluffily even pinto beans x-ray blith
474,Customer#000000474,"mvEKw,6zT0V8Yb2yTG hu990UX",21,31-247-536-6143,ns integrate against the quickly special courts. slyly
481,Customer#000000481,"o4xa7J20NqHM8E0ykH,NKe1gPz04OqIn",21,31-363-392-6461,"s can nag slyly instructions. regular, regular asymptotes haggle sly"
486,Customer#000000486,2cXXa6MSx9CGU,21,31-787-534-8723,"nstructions. unusual, special pinto beans sleep about the slyly pending requests. fu"
567,Customer#000000567,KNE6mpW69IgTjVN,21,31-389-883-3371,"blithe, even ideas. fluffily special requests wake. c"
604,Customer#000000604,"qCQsFELZ3W hlmi,zOHBcZGo0PZl3jbFu1jsijqE",21,31-757-951-9827,le furiously express instructions. ideas hag
609,Customer#000000609,dSpUFl8IR8Gh,21,31-869-580-1707,"pending, express platelets poach furiously after th"
671,Customer#000000671,"ic6qGrt0giB,HDEiBK,,FYGHXQpc",21,31-593-213-9388,bold ideas above the ironic packages affix blithely about the furiou
687,Customer#000000687,UJTC3 WtzvoD39r1GuoCP,21,31-149-119-1456,special packages haggle carefully slyly ironic pinto beans. sl
707,Customer#000000707,DT0nzkijELHyI,21,31-796-903-4461, the deposits. fluffily ironic pinto beans wake quickly. slyly even foxes sleep slyly quickly final deposits. ev
721,Customer#000000721,N6hr4gV9EkPBuE3Ayu ,21,31-174-552-2949,ar instructions. packages haggle stealthily ironic deposits. even platelets detect quickly. even sheaves along
723,Customer#000000723,5tKvCvmVB0yxyAF,21,31-542-178-2520,e quickly against the blithely final requests. regular pinto beans nag fluffily fur
835,Customer#000000835,Sjqs42jh111,21,31-700-242-6347,"gside of the furiously final packages wake quiet, permanent accounts. unusual packages into the unusual, ironic req"
884,Customer#000000884,5KyisO0Tv9ZtlJhzyI7vAe88,21,31-483-489-6172," among the quickly express theodolites. accounts sleep furiously along the special, pending depende"
928,Customer#000000928,A9 UduEb48ffOe27FxMXF,21,31-508-509-6393, instructions cajole fluffily alongside of the blithely regular re
946,Customer#000000946,ufHQOmRhQoLSiyfQ,21,31-152-357-9762,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre
991,Customer#000000991,dK1Gzw1glT,21,31-977-971-6175,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully
1001,Customer#000001001,KbWTzGB3ZUymu nNCIuG5eCueaqu,21,31-389-986-4741,ever. fluffily special requests are. slyly final asymptotes are carefully quickly reg
1003,Customer#000001003,lE07lPMzVzMhG9CUC54uPwGw3BWO,21,31-716-397-1854,quests sublate blithely blithely special dependencies. excuses use busily express pinto bea
1019,Customer#000001019,VMFs38VlBt01g30PzPyliiAoGHazC4HG74JJ,21,31-502-683-3413,quickly special ideas about the courts use of the pending instructions. furiously final accounts c
1031,Customer#000001031,"dwCYOftUgV5,EwGJc",21,31-946-641-1853," theodolites. even theodolites sleep slyly. special, express excuses cajole among th"
1054,Customer#000001054,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,21,31-915-292-9727,y pending ideas. dogged dependenci
1063,Customer#000001063,yHVWD7y1Oe1P,21,31-277-349-9036,ress attainments. furiously regular excu
1069,Customer#000001069,PdWrPGSArhnqWQ km65e,21,31-927-711-6278,. ironic excuses after the special hockey pl
1075,Customer#000001075,"hTIc2AUg pqhYh2W0yMUTQtrZV1KUutysIb6,nxb",21,31-724-234-4181,regular patterns. unusual platelets try to are unusual theod
1077,Customer#000001077,sjk1DTHWVMX53kG8AbTtTh1EcMvWeDO8gFDdpQOK,21,31-367-294-4048,lithely regular deposits. carefully pending deposits sleep. quickl
1085,Customer#000001085,pZgtHRGIkUVwiEJLWZXs3KUNi6wLnQzJU1,21,31-831-702-3157,he carefully regular courts use special excuses. ironic deposits along the blithely even sauternes nag slyly
1087,Customer#000001087,ETOH68urIxK839xmKEmfkjc,21,31-334-391-6403,s haggle above the slyly express requests. quickly regular packages after the quickly silent accoun
1106,Customer#000001106,WZEExIU9g2smcowcinj,21,31-214-739-2409,requests nag. fluffily regular packages haggle q
1150,Customer#000001150,fUJqzdkQg1,21,31-236-665-8430,usly final dolphins. fluffily bold platelets sleep. slyly unusual attainments lo
1194,Customer#000001194,NzWKbiPK1oFd7PNz,21,31-155-275-3981,lve quickly according to the carefully regu
1272,Customer#000001272,hzMO9cmypW,21,31-659-617-1632,symptotes. carefully regular requests after the pending ideas affix fu
1292,Customer#000001292,QVr2XTDOMzWcLKHtNgrLK,21,31-966-407-1575,haggle. special foxes sleep blithely
1297,Customer#000001297,4QnYEe0KXOP3yridKldXROs7jQdMu9tE,21,31-579-682-9907, pinto beans! furiously regular courts ea
1326,Customer#000001326,naLuK8XKUP72msE0e,21,31-373-307-4091," pending accounts impress. regular, express accounts cajole ironically express deposits. slyly regular accoun"
1340,Customer#000001340,dYRQ2tz0OdH,21,31-872-435-1900,against the final theodolites. slyly regular dependencies after the bo
1411,Customer#000001411,4iLVKtSmtJpU,21,31-898-640-7625,sly final ideas. carefully bold pinto beans wake: slyly regular packages must sleep. final platelets inte
1415,Customer#000001415,"x,hzUUAZ9w7ndksLyH0,fEpMfU",21,31-295-601-1598,heodolites. furiously pending requests are above th
1423,Customer#000001423,"9BcCj8CLsqylKxRj0,lm",21,31-624-875-9135,"he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly."
1432,Customer#000001432,",pbQM2fi642oAuel",21,31-831-635-9758,ts sleep. regular frets sleep carefully ironically special dolphins. carefully bold pinto beans
1439,Customer#000001439,IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6,21,31-433-694-1822,ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar
1445,Customer#000001445,5y7gtM75FOfTSBKx9gs9c9MkqJt,21,31-151-251-1931,carefully regular accounts after the b
45,Customer#000000045,"4v3OcpFgoOmMG,CbnF,4mdC",9,19-715-298-9917,nto beans haggle slyly alongside of t
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,9,19-403-114-4356,"indle furiously final, even theodo"
69,Customer#000000069,Ltx17nO9Wwhtdbe9QZVxNgP98V7xW97uvSH1prEw,9,19-225-978-5670,thely final ideas around the quickly final dependencies affix carefully quickly final theodolites. final accounts c
78,Customer#000000078,"HBOta,ZNqpg3U2cSL0kbrftkPwzX",9,19-960-700-9191,ests. blithely bold pinto beans h
94,Customer#000000094,IfVNIN9KtkScJ9dUjK3Pg5gY1aFeaXewwf,9,19-953-499-8833,"latelets across the bold, final requests sleep according to the fluffily bold accounts. unusual deposits amon"
103,Customer#000000103,"8KIsQX4LJ7QMsj6DrtFtXu0nUEdV,8a",9,19-216-107-2107,"furiously pending notornis boost slyly around the blithely ironic ideas? final, even instructions cajole fl"
130,Customer#000000130,RKPx2OfZy0Vn 8wGWZ7F2EAvmMORl1k8iH,9,19-190-993-9281,ix slowly. express packages along the furiously ironic requests integrate daringly deposits. fur
139,Customer#000000139,3ElvBwudHKL02732YexGVFVt ,9,19-140-352-1403,"nstructions. quickly ironic ideas are carefully. bold, "
142,Customer#000000142,"AnJ5lxtLjioClr2khl9pb8NLxG2,",9,19-407-425-2584,". even, express theodolites upo"
156,Customer#000000156,5OS0edX2Y6B1cf9wJNuOQWgrrZccXk9,9,19-723-913-3943, regular foxes above the theodolites haggle 
173,Customer#000000173,"Aue7KVz,FinSHpov Vk5ed,wSQ2BRSioJ0",9,19-443-196-8008,s pinto beans use thinly slyly regular packages. instructions print along the s
181,Customer#000000181,YNviWd WrRkZvSw1OxIewBq,9,19-653-305-8440,final requests cajole furiously acro
206,Customer#000000206,"xsg,ehRHS5OKqyBR5YtoPm8myz",9,19-976-832-3312, the carefully regular foxes. regular accounts wake furiously braids. bold ideas are carefu
215,Customer#000000215,8H76xbBhde HY70BrYqGEFmVPXqlm8pgjjxh,9,19-564-446-4758,al pinto beans. ironic foxes serve. i
239,Customer#000000239,w8eRmMOmUTjVOkucbfcGDh2AqCixTOC,9,19-699-117-6988,uctions. furiously even dolphins haggle fluffily according to the furiously regular dep
240,Customer#000000240,SXfeEOwRZsXArtY3C5UWqXgLcJBAMmaynaTJs8,9,19-756-548-7835,al accounts about the slyly pending p
241,Customer#000000241,"FBuwHkPR450PvnZnAezcaeMaS,hX3Ifdk",9,19-344-614-2207, across the enticingly even requests. blithely iro
279,Customer#000000279,9t2Wo1jK1TYnDGg6ODSMGf1W9hRT3F3VK5zxJOC,9,19-220-605-9025,l platelets sleep fluffily against the fluffily enticing excuses. blithely special requests wake somet
308,Customer#000000308,c9WuNBiEYmGxeBmZaELg WWb,9,19-992-128-2013,ilent accounts haggle carefully unusual dolphins. carefully regular requests wake along the 
341,Customer#000000341,"4,zQfld2YV9TSeNgCSOvqlxhJvVW8WD",9,19-870-813-8585,"low, special platelets alongside of the even, bold theodolites are carefully "
345,Customer#000000345,"dGFK ICPKxnsAzlX4UYOUf,n200yyEWhIeG",9,19-209-576-4513,en pinto beans nag along the slyly regular deposits. slyly ir
352,Customer#000000352,HqhIE5GRTK0dFtWpJUQENU4aa1bwdsUBEWtzUw,9,19-906-158-8420,ts are. blithely special requests wake. furiously bold packages among the blithely eve
384,Customer#000000384,kDDMb3ML nUSu2Sn7CUHyZVedAFUx9,9,19-271-453-8361,"olites. express, unusual dolphins cajole carefully about the "
389,Customer#000000389,"ij8KNM0,HRvIvnvY w8jQK4zvr1EOO9YM",9,19-264-943-1253,o beans affix fluffily. slyly ironic notornis wake 
406,Customer#000000406,j1fOG9WsIr2JI6Yi9jgJ M,9,19-426-693-4043,nal foxes. unusual pinto beans wake. special excuses cajole ironic 
422,Customer#000000422,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,9,19-299-247-2444,eposits; furiously ironic packages accordi
450,Customer#000000450,KVpuYa4dDW8lZZVBttyK614C2qdS,9,19-782-397-9006,gular decoys nod slyly express requests. slyly bold theodolites are along the regular
464,Customer#000000464,"kAALP9gEt3,G9XtxCXjv38HjKBEP",9,19-269-971-9738,efully express accounts play. special requests use carefully. regular courts sle
473,Customer#000000473,zO3W9pYj PvlsQGe,9,19-209-647-5704,ter the quickly pending requests sleep above the carefully iron
524,Customer#000000524,bpsO77xiAmjwOxqIgAszRu4Y,9,19-844-888-9800,ending pinto beans unwind slyly. slyly final theodolites above the quickly ironic pinto beans haggle ev
593,Customer#000000593,SYyEL2nytJXBbFemMseCiivA32USVEDbvGzZS,9,19-621-217-1535,"ve the regular, ironic deposits. requests along the special, regular theodolites lose furi"
594,Customer#000000594,"sbcKWltfCAnXrc Z27ZYDzsH1ztd,ZhgaD9xIMsh",9,19-286-925-8440,. fluffily final instructions are slyly toward the slyly 
598,Customer#000000598,9ICLFWFZa6,9,19-113-384-3847,es. furiously pending packages haggle fluffily carefully silent foxes. carefully unusual dependencies boost fu
623,Customer#000000623,HXiFb9oWlgqZXrJPUCEJ6zZIPxAM4m6,9,19-113-202-7085, requests. dolphins above the busily regular dependencies cajole after
651,Customer#000000651,K7rCTwTb3UX9wAO6ihvYxwBOuJNx51,9,19-610-541-4787, fluffily quick dependencies cajole slyly along the blithely final dependencies. carefully pen
663,Customer#000000663, fqLQWxHWWC40GUOgVvb4idYDbE1Gxc6,9,19-613-882-5677,r the slyly final packages. slyly bold attainments detect blithely acco
678,Customer#000000678,"BiQyhSp oiDp,,MFVxyrOwMT810qiQlISEPye",9,19-508-735-4910,gainst the carefully pending requests-- furiously special requests haggle? not
704,Customer#000000704,41s9yU0ossOKgBvjPPSTZqhfciy,9,19-998-886-1551,"ously ironic instructions believe about the pending, regular deposits; final accounts cajole alongside of t"
714,Customer#000000714,"2,ARep1aMyhgNZqrkc,toQ3XY6FOiCZqNW",9,19-209-782-4244,cross the bold pains. bold instructions haggle. even accounts wake slowly. carefully busy ideas need to x-ray sly
789,Customer#000000789,DW0NMV Ci5V2bnsX0Al98plG1J0QZqNwcjEVW,9,19-176-517-4263,as. quickly special courts integrate slowly final accounts. ironic packages are slyly about th
810,Customer#000000810,3J1wwVhwzVT7XM1v3Rzx90a8c4,9,19-997-929-2765,ep pending deposits. quickly bold accounts are carefully instructions. ruth
813,Customer#000000813,VBNrCYm67O,9,19-585-173-1514,ts cajole silently bold pinto be
837,Customer#000000837,mMNC8wjT5aC655e3,9,19-572-730-8324,"he bold, pending theodolites. special, bold accounts haggle. blithely regular ideas nag fluffily regular packages"
841,Customer#000000841,pSISKRxFIgVasW71fLyaEuODHZQLBfd6E c7jo,9,19-556-695-9964,ly. slyly special instructions wake. carefully even accounts sleep quickly slyly silent deposits. s
851,Customer#000000851,H9HRTaOz4yI9elrUUiS,9,19-678-843-9850,cross the final packages. blithely ironic excuses serve slyly about the final accounts. fluffily
865,Customer#000000865,UIv4t5cbA7j1ftOSatj2EKah3p,9,19-245-153-1471,"nic deposits print blithely slyly final accounts. special, express accounts are fluffily a"
892,Customer#000000892,N KwiRAwIk6KL9WJ6vt0G,9,19-589-784-1249,ses are carefully. quickly regular theodolites cajole. carefully express accounts wake sly
910,Customer#000000910,Qg8TJTCT1mJ9H,9,19-899-463-4292,uctions. silent requests after the regular theodolites haggle furiously across the ca
919,Customer#000000919,cHGtsqVvXRiK,9,19-537-180-2200,lar instructions. blithely final deposits haggle furiously bold pinto bean
1007,Customer#000001007,PfH0lw8GzD7o,9,19-790-843-5283, theodolites. ironic requests wake. thinly silent 
1047,Customer#000001047,"h5iBRMsym,y6LLSQU2DzNftiET qZ",9,19-146-399-4251,lar packages haggle theodolites. thinly express deposits 
1049,Customer#000001049,bZ1OcFhHaIZ5gMiH,9,19-499-258-2851,uriously according to the furiously silent packages
1095,Customer#000001095,"JtyQvLlCI ZPYQ6ygv,5q",9,19-881-259-2391,"foxes. ironic, daring requests sleep regularly across the blithely"
1134,Customer#000001134,79TYt94ty a,9,19-832-924-7391,riously across the bold instructions. quickly 
1165,Customer#000001165,h7KTXGSqsn0,9,19-766-409-6769,"jole slyly beside the quickly final accounts. silent, even requests are stealthily ironic, re"
1178,Customer#000001178,"W,03Nl2iWQ94xYyCo3R8CTMNFhu",9,19-717-739-3103, even requests cajole furiously after the quickly ironic accounts. even re
1229,Customer#000001229,csvrfGKxtX,9,19-313-452-6076," instructions sleep. carefully regular accounts use furiously. ironic, even foxes wake: busily even deposits caj"
1231,Customer#000001231,qJWtxdKmKWcR5XgMDn,9,19-316-348-3289,uickly regular foxes are after t
1250,Customer#000001250,"LBPszo9EVA88sbbdYl7E,MVm7UvoBjmjr",9,19-509-608-4350,"und the fluffily bold requests. silent, final theodolites solve furiou"
1263,Customer#000001263,MXA4v0xQ9Kt ,9,19-690-614-5736,ress dependencies are carefully theodolites. blithely ironic foxes among the slyly bold packages sleep blith
1302,Customer#000001302,"vyImQ4AVgv,Rn",9,19-316-212-9313, platelets engage carefully! furiously express ideas shall have to use. regular 
1319,Customer#000001319,c5M1KcH60UZPYsa,9,19-573-345-3305,"se across the dependencies. express, "
1345,Customer#000001345,"31zcobEB,6Li4YDZbnNX",9,19-913-651-7783,"of the express, express packages. final requests detect to the regular accou"
1401,Customer#000001401,C4vlB8ENikVmaMizX3nH3zgds6,9,19-339-404-7859,accounts use furiously unusual pinto bean
1420,Customer#000001420,mjkRUOEzdCWpNdpp5PKOObMmhpufeNGnO1VFdbpK,9,19-433-305-7356,the instructions cajole carefully. slyly final requests nag carefully ac
1489,Customer#000001489,yM8biIU5IFKHODCGTCwdkUf,9,19-906-669-4354,ckages play carefully? permanently regular pinto beans
